Energy,Optimal_Thickness,AtCoefficient
0.01069,1.3371853750000002e-05,158000.3381775069
0.01142761,1.3054383716796876e-05,159871.45216918454
0.01221612,1.3413236290258791e-05,161938.46032513175
0.01305903,1.2701512625903971e-05,164029.67545187043
0.0139601,1.3036835746581856e-05,171332.49613183978
0.01492335,1.2343887916342787e-05,186148.73896520678
0.01595306,1.1209703925358985e-05,197834.39771274902
0.01705382,1.0995062832005763e-05,206036.49213559992
0.01823053,1.0366421130815667e-05,211824.57490636467
0.01948844,1.0638457512810364e-05,214835.83205814502
0.02083314,1.0072848831852539e-05,216279.17911269874
0.02227063,1.0338734023720305e-05,215375.26659544668
0.023226,9.789195069053847e-06,214375.86237305438
0.0235815,1.0047597748900726e-05,213783.58095177924
0.0236763,9.51353410199457e-06,213655.2860266451
0.0238073,9.764660250706428e-06,213339.258605987
0.0238185,1.1079509778255399e-05,213031.57530140216
0.024174,1.0903375675132387e-05,212335.7452348476
0.02545001,1.0715744999107142e-05,209463.66060434788
0.02720606,1.0104989630686962e-05,204875.85698802758
0.02908327,1.0370235286544279e-05,206130.06180317013
0.03109002,1.1766465887989583e-05,200337.23114978027
0.03323523,1.1579404348963568e-05,193491.1923919278
0.03552846,1.1380140082199434e-05,185557.3076361357
0.03704400000000001,1.2857744845747528e-05,179793.94178841583
0.037611,1.2651075654507288e-05,177775.76322762974
0.0377622,1.2433317174764625e-05,177252.81617050964
0.03797993,1.172466218937579e-05,176645.09149679152
0.037989,1.2032422422512818e-05,176556.44818156466
0.038556,1.3652447015691089e-05,174043.10023719407
0.04060054,1.3435402426120098e-05,166526.851454339
0.04340198,1.3204199202478475e-05,168884.13460371338
0.04639671,1.2451611703995298e-05,161421.66876867952
0.04959809,1.5723452679006942e-05,147247.6343310863
0.05302035,1.6022303837763346e-05,133628.54542471154
0.05667876,1.8167164121369243e-05,119964.457858417
0.06058959,2.0258181298951703e-05,107536.09281085119
0.06477028,2.3160840355641324e-05,96331.27383286774
0.06517,2.2799877815152615e-05,95501.99586731808
0.0661675,2.240769386664704e-05,93160.11838313256
0.0664335,2.5317142385033927e-05,92457.03562508663
0.06683249999999999,2.491020763547058e-05,91575.4388363011
0.06783,2.448143708179445e-05,89509.55286156974
0.06923942,2.3086081990869567e-05,86684.34269262287
0.07401695,2.9152283328167888e-05,80419.41745378499
0.07912411,2.9706372411896253e-05,72374.10615553628
0.08458368,3.368308006786577e-05,65038.62079445025
0.09041995,3.755995917482222e-05,58428.07002820895
0.09665893,4.294167405133089e-05,52478.00888656959
0.1033284,4.790130317921544e-05,47142.62713979001
0.1104581,5.476646721678172e-05,42300.829406831755
0.1180797,6.109190485031963e-05,37937.99349051741
0.1262272,6.984754011944728e-05,33962.75889822209
0.1349368,7.791481746612981e-05,30345.53107336632
0.1442475,7.43123926170902e-05,27137.242872451785
0.1542005,9.387834215286074e-05,24126.312855258362
0.1648404,9.566360508250272e-05,21488.063296641536
0.1762144,0.00010846992321492249,19100.96339344346
0.1883732,0.00012095467657489228,16928.333928960474
0.20137089999999996,0.00013828546221242402,14989.971622782294
0.2152655,0.00015425700087571206,13236.882173603432
0.2301188,0.0001763649508641886,11670.679385183621
0.245997,0.00021985310763072996,10267.037123727636
0.2629708,0.0002600242210359296,9018.133301606062
0.2811158,0.00026454355896353974,7925.727818696283
0.3005128,0.00029991104686283846,6946.210473129996
0.3212482,0.00037372362140385097,6066.602035860517
0.3434143,0.00044200717991185566,5295.7237025411605
0.3671099,0.0004496894003443679,4622.510460375109
0.3924405,0.000509809490427689,4023.1832908752694
0.4195189,0.0006352811970982285,3492.4194548797786
0.4484657,0.0007513543011359704,3027.637951106654
0.4794098,0.0008523090391146141,2620.3893329100856
0.502642,0.0009135429242166976,2368.372283733552
0.51009,0.0009782586799845399,2289.790327169899
0.5103355,0.0009409117440423423,2290.0730202135637
0.5124891,0.0008854280859114298,2270.0431798818217
0.5154645,0.0010133011409441729,2237.4715553663477
0.5178975,0.0009756553627101287,2218.101224580067
0.5199795,0.0004636524949836185,4717.37687074609
0.52136,0.00042044846285160396,5194.448939056004
0.5231025,0.0003184297315503033,5935.098345922411
0.523158,0.00034742759836827824,5961.081724442021
0.52934,0.00019934438124833407,10430.654743260688
0.53091,0.0001960087822215145,11150.257285081072
0.531468,0.00019263190575251525,11399.26799886106
0.5346599999999999,0.00018165229468805177,12616.847110318666
0.54264,0.00010049331804053071,21398.449426263436
0.5478508,0.0001108239181549692,21141.969954752796
0.5856525,0.00012342867113541214,18576.785490925828
0.615636,0.00014109886679068337,16607.950167363768
0.625059,0.00013889921702841423,16022.048831009997
0.6260625,0.0001365099774586224,15980.204621372111
0.6275718,0.00012872953608445814,15887.982324214776
0.631341,0.00013210855822848422,15663.738526454777
0.640764,0.00012508489666287847,16338.146724342167
0.6692609,0.00015797647664154372,14750.58524517646
0.7154399,0.00017949728425590314,12643.448570366743
0.7648052,0.00021198720719391905,10827.484520454993
0.8175768000000001,0.00024046160450567084,9243.149158187143
0.8739896,0.00028397855943563545,7862.6157074436205
0.9342948,0.00035534193084914154,6668.0638407167735
0.9987612,0.0003620175733077545,5658.262111287343
1.067676,0.00047840166339675717,4781.4361050136495
1.141345,0.0005809881244259046,4036.11190962016
1.220098,0.0006594971508527569,3397.6878111571905
1.304285,0.0007788571545574033,2860.9614323854494
1.394281,0.000974583050429479,2405.0143679868097
1.490486,0.00110709904546506,2018.0109508082178
1.593329,0.0013074847867408268,1692.297506973223
1.703269,0.0016360547165067706,1416.9990279286567
1.820795,0.001858512343694493,1186.4134479001293
1.94643,0.002194904444743816,992.5195774046656
2.0807329999999995,0.0027464822577922725,827.7348531449577
2.224304,0.0034417746949791444,690.2786460066097
2.377781,0.003909901211360492,575.9337478263212
2.541848,0.004617598945406058,479.6664965376859
2.717235,0.005777998129437135,399.22152950561673
2.904724,0.006563644076918616,332.50562906609133
3.10515,0.007751668482113498,276.35320476344293
3.319406,0.00969965685995989,229.28044832434068
3.548445,0.012155197229428424,190.23361729502838
3.793288,0.01380846353510536,158.08741789553676
4.055024,0.01630781526451761,130.94462079063513
4.334821,0.02040595712352475,108.43479810153673
4.633924,0.025571877146756884,89.77591759814678
