Energy,Optimal_t
0.0061305,9.5367431640625
0.006222,9.5367431640625
0.01069,9.5367431640625
0.01142761,9.5367431640625
0.01221612,9.5367431640625
0.01305903,7.152557373046875
0.0139601,7.152557373046875
0.01492335,7.152557373046875
0.01595306,7.152557373046875
0.01705382,7.152557373046875
0.01823053,7.152557373046875
0.01948844,7.152557373046875
0.02083314,7.152557373046875
0.02227063,7.152557373046875
0.0238073,7.152557373046875
0.02545001,7.152557373046875
0.02720606,8.344650268554688
0.02908327,8.344650268554688
0.03109002,9.5367431640625
0.032928,11.920928955078125
0.03323523,11.920928955078125
0.033432,11.920928955078125
0.0335664,11.920928955078125
0.033768,11.920928955078125
0.034272,11.920928955078125
0.034888,14.30511474609375
0.035422,14.30511474609375
0.03552846,14.30511474609375
0.0355644,14.30511474609375
0.03577,14.30511474609375
0.035778,14.30511474609375
0.0363175,14.30511474609375
0.0364635,14.30511474609375
0.0366825,14.30511474609375
0.03723,14.30511474609375
0.03797993,16.689300537109375
0.04060054,16.689300537109375
0.04340198,14.30511474609375
0.045864,14.30511474609375
0.04639671,14.30511474609375
0.046566,14.30511474609375
0.0467532,14.30511474609375
0.047034,14.30511474609375
0.047736,14.30511474609375
0.04959809,14.30511474609375
0.05302035,14.30511474609375
0.05667876,19.073486328125
0.06058959,19.073486328125
0.06477028,23.84185791015625
0.06923942,28.6102294921875
0.07401695,33.37860107421875
0.075558,33.37860107421875
0.0767145,33.37860107421875
0.0770229,33.37860107421875
0.0774855,33.37860107421875
0.078642,33.37860107421875
0.07912411,33.37860107421875
0.08458368,38.14697265625
0.09041995,38.14697265625
0.09665893,38.14697265625
0.1,38.14697265625
0.1005,38.14697265625
0.1010025,38.14697265625
0.10150751,38.14697265625
0.10201505,38.14697265625
0.10252513,38.14697265625
0.10303775,38.14697265625
0.10355294,38.14697265625
0.1040707,38.14697265625
0.10459106,38.14697265625
0.10511401,38.14697265625
0.10563958,38.14697265625
0.10616778,38.14697265625
0.10669862,38.14697265625
0.10723211,38.14697265625
0.10776827,38.14697265625
0.10830712,38.14697265625
0.10884865,38.14697265625
0.10939289,38.14697265625
0.10993986,38.14697265625
0.11048956,38.14697265625
0.11104201,38.14697265625
0.11159722,38.14697265625
0.1121552,33.37860107421875
0.11271598,33.37860107421875
0.11327956,33.37860107421875
0.11384596,33.37860107421875
0.11441519,33.37860107421875
0.11498726,33.37860107421875
0.1155622,33.37860107421875
0.11614001,33.37860107421875
0.11672071,33.37860107421875
0.11730431,33.37860107421875
0.11789083,33.37860107421875
0.11848029,33.37860107421875
0.11907269,33.37860107421875
0.11966805,33.37860107421875
0.12026639,33.37860107421875
0.12086772,33.37860107421875
0.12147206,33.37860107421875
0.12207942,33.37860107421875
0.12268982,33.37860107421875
0.12330327,33.37860107421875
0.12391979,33.37860107421875
0.12453939,28.6102294921875
0.12516208,28.6102294921875
0.12578789,28.6102294921875
0.12641683,28.6102294921875
0.12704892,28.6102294921875
0.12768416,28.6102294921875
0.12832258,28.6102294921875
0.12896419,28.6102294921875
0.12960902,28.6102294921875
0.13025706,28.6102294921875
0.13090835,28.6102294921875
0.13156289,28.6102294921875
0.1322207,28.6102294921875
0.13288181,28.6102294921875
0.13354621,28.6102294921875
0.13421395,28.6102294921875
0.13488502,28.6102294921875
0.13555944,28.6102294921875
0.13623724,28.6102294921875
0.13691842,28.6102294921875
0.13760302,28.6102294921875
0.13829103,28.6102294921875
0.13898249,28.6102294921875
0.1396774,28.6102294921875
0.14037579,28.6102294921875
0.14107766,28.6102294921875
0.14178305,28.6102294921875
0.14249197,28.6102294921875
0.14320443,28.6102294921875
0.14392045,28.6102294921875
0.14464005,28.6102294921875
0.14536325,23.84185791015625
0.14609007,23.84185791015625
0.14682052,23.84185791015625
0.14755462,23.84185791015625
0.14829239,23.84185791015625
0.14903386,23.84185791015625
0.14977903,23.84185791015625
0.15052792,23.84185791015625
0.15128056,23.84185791015625
0.15203696,23.84185791015625
0.15279715,23.84185791015625
0.15356113,23.84185791015625
0.15432894,23.84185791015625
0.15510058,23.84185791015625
0.15587609,23.84185791015625
0.15665547,23.84185791015625
0.15743875,23.84185791015625
0.15822594,23.84185791015625
0.15901707,23.84185791015625
0.15981215,23.84185791015625
0.16061121,23.84185791015625
0.16141427,23.84185791015625
0.16222134,23.84185791015625
0.16303245,23.84185791015625
0.16384761,23.84185791015625
0.16466685,23.84185791015625
0.16549018,23.84185791015625
0.16631763,23.84185791015625
0.16714922,23.84185791015625
0.16798497,23.84185791015625
0.16882489,23.84185791015625
0.16966902,23.84185791015625
0.17051736,23.84185791015625
0.17136995,23.84185791015625
0.1722268,23.84185791015625
0.17308793,23.84185791015625
0.17395337,23.84185791015625
0.17482314,23.84185791015625
0.17569726,23.84185791015625
0.17657574,23.84185791015625
0.17745862,23.84185791015625
0.17834591,23.84185791015625
0.17923764,23.84185791015625
0.18013383,23.84185791015625
0.1810345,23.84185791015625
0.18193967,23.84185791015625
0.18284937,23.84185791015625
0.18376362,23.84185791015625
0.18468244,23.84185791015625
0.18560585,23.84185791015625
0.18653388,23.84185791015625
0.18746655,23.84185791015625
0.18840388,23.84185791015625
0.1893459,23.84185791015625
0.19029263,23.84185791015625
0.19124409,23.84185791015625
