Energy,Optimal_Thickness,AtCoefficient
0.00842,2.631828875e-05,93161.15743943931
0.00854,3.015782601757813e-05,88396.52207380263
0.0107,6.853883992613526e-05,36519.88222423689
0.0114,0.00010232438415606272,26270.641518954235
0.0122,0.00013953332192313117,18676.054987857206
0.013100000000000002,0.00020799871896162877,13538.042086750278
0.014,0.0002566834453445182,10632.338288079105
0.0149,0.00030353820350683677,9073.4781321915
0.016,0.0003443214195000384,8251.97715345614
0.0171,0.0003314837542990685,8112.38026510972
0.0182,0.00031196524728815554,8295.591726328428
0.0195,0.00032013125466124037,8700.693818252144
0.0208,0.00030310923745274516,9167.294860012098
0.0223,0.00023940727868589402,9698.490702869203
0.0238,0.0002619215255017259,10116.018200432223
0.0255,0.0002494021097003835,10485.979284941715
0.0272,0.00025603636302225403,10752.296186435171
0.0291,0.00024243157278981974,10906.491955019708
0.0311,0.00024883113217477056,10955.737042838293
0.0332,0.00023560493364168603,10909.466770172228
0.0355,0.00024182413291621378,10750.78460575582
0.038,0.00022897036619552567,10518.574176582559
0.0406,0.00026209681290049113,10184.006584853003
0.0434,0.0002809677328346848,9784.626941836981
0.0464,0.0003008723431633112,9315.473795635084
0.0496,0.00032218113519436617,8803.960702948038
0.053,0.00030988115925776867,8280.680221205861
0.0567,0.00034935093358289725,7710.856541383512
0.0606,0.0003894634529526239,7129.633291108925
0.0648,0.0003714375616344079,6572.385234552335
0.0692,0.00046923368027746424,6010.511240727961
0.0716,0.0004781569686803755,5740.3952362171285
0.0727,0.0004973041963597729,5618.800154057684
0.073,0.00047446762320091666,5589.0010563753185
0.0735,0.00044613330704164654,5544.5093046185975
0.074,0.0005105487925900102,5479.828490386123
0.0746,0.0004915808566085571,5421.92483509606
0.0791,8.473911986686031e-05,30490.84348009196
0.0846,3.109909285785222e-05,90014.70354151308
0.0904,2.034674920622277e-05,121795.53849715766
0.0967,2.0553920102398654e-05,127910.32709611574
0.103,1.943283650370874e-05,128845.37999862952
0.11,2.224311075352447e-05,127413.87784377938
0.115,2.141679979022522e-05,125386.28891769174
0.117,2.0156007611593886e-05,124222.57759157603
0.118,2.30670157166021e-05,123229.16634107563
0.118,2.2210040045724785e-05,123273.07909450952
0.118,2.090254506280919e-05,123428.72530846171
0.12,2.1449700708013504e-05,121759.27903302893
0.126,2.0309178237981498e-05,128073.61145477595
0.135,2.324740616861117e-05,117389.03059764145
0.144,2.492121464304253e-05,106404.29295409338
0.154,2.9403190413961646e-05,95217.25751941599
0.165,3.335181625111386e-05,84399.17377022674
