Energy,Optimal_Thickness,AtCoefficient
0.005108469,5.5919376989531255e-06,558225.9577551909
0.005184715,5.531536039515235e-06,557909.1559527265
0.01069,1.349400103014349e-05,234219.37203260162
0.01113003,1.5628457690447615e-05,198998.11490723756
0.01130038,1.771864143706022e-05,186407.97467905335
0.01134581,1.7057875133397104e-05,183556.2380277139
0.01141396,1.6053455772744487e-05,179006.92232516437
0.01142761,1.837194780502878e-05,177690.67238209027
0.01158431,1.9694655348352738e-05,167423.10616338
0.01221612,2.323665497087228e-05,131964.2429114667
0.01305903,3.451144526443037e-05,95618.48439057704
0.0139601,4.7053407077649684e-05,67900.14470020962
0.01492335,5.90861163847145e-05,47657.355257143776
0.01595306,9.482498302550376e-05,33460.102118956245
0.01705382,0.00012967613019088215,24208.594773058154
0.01823053,0.00017632244290803557,18319.988147293854
0.01948844,0.00022139866377442685,14903.677569813828
0.02083314,0.0002255765675355564,13189.799967484134
0.02227063,0.00025577056634085735,12537.034862326167
0.0238073,0.0002516970312783687,12582.289975141895
0.02545001,0.00024736553108168605,12998.583841410034
0.02720606,0.00023326665190237929,13611.467407340408
0.02908327,0.00021180407597432178,14266.698918550701
0.03109002,0.00020774775400419186,14877.493721781982
0.03323523,0.00019586972818541154,15333.153846299261
0.03552846,0.00020100975348109895,15690.871937233176
0.03797993,0.0001903227846565736,15850.518001180799
0.04060054,0.00019534658784101216,15849.966804863112
0.04340198,0.00018496325082504933,15699.327642287268
0.04639671,0.0002117229372162599,15323.22053849208
0.04959809,0.00020385779444720973,14849.643497403747
0.05302035,0.00022984851993307505,14219.723386605423
0.05667876,0.00019602736634500998,13528.182461000535
0.06058959,0.00024070305724456943,12718.262832918337
0.06477028,0.0002583120137814879,11869.247288372288
0.06923942,0.00027661669592209375,11004.147619105617
0.07401695,0.00032635902277992717,10130.661651485547
0.07912411,0.00033201075225855063,9298.083464271369
0.08458368,0.00037639584975282525,8478.148750976132
0.09041995,0.0004197156148212046,7708.385192336943
0.09665893,0.0004002976641521781,6995.090577204309
0.097216,0.0004583309025529174,6921.449749652212
0.098704,0.0004413064869866742,6773.808165512209
0.0991008,0.000415327278347591,6736.798644697838
0.099696,0.0004753104488217722,6667.0116797978935
0.101184,0.00045765192320649373,6520.215089309058
0.1033284,0.0005159997962953097,6304.560606866364
0.1104581,3.876633131145806e-05,80398.9233165332
0.1180797,2.8967847473441676e-05,113454.32070752287
0.1262272,2.7886042283875684e-05,111959.16246135824
0.1349368,2.7391765660472343e-05,109223.47521195347
0.1442475,3.0946698864799335e-05,104589.44127119202
0.145726,3.0449208772031427e-05,103891.88175245369
0.1479565,2.9925095766208473e-05,102563.2295378914
0.1485513,2.821947129191879e-05,102371.90694779712
0.1494435,3.229737396935807e-05,101569.86166897218
0.151674,3.109751095948073e-05,100180.10616909259
0.1542005,2.926681781651495e-05,108503.46407616507
0.1648404,3.0032921034733825e-05,99446.08451948727
0.1762144,3.4076271638959756e-05,89524.25481006269
0.1883732,3.799951505749316e-05,80037.91781023254
0.20137089999999996,4.344432163547495e-05,71009.269295828
0.2152655,4.8462010295019094e-05,62487.263156169196
0.2301188,5.540753481227336e-05,54621.33672163964
0.245997,6.90699521648841e-05,47418.43865040172
0.2629708,7.413931636526686e-05,41089.85934446903
0.2811158,8.747493681586399e-05,35522.043149306046
0.3005128,9.92222166009793e-05,30601.500546571315
0.3212482,0.00011717866847174795,26306.600585249533
0.3434143,0.0001466254844824255,22522.911063437536
0.3671099,0.00016656244182777183,19272.888124702018
0.3924405,0.00019671036624628255,16462.480298482984
0.4195189,0.00022313273708102704,14057.512287110741
0.4484657,0.00026351364189730495,11972.825512079773
0.4794098,0.00029890892366641925,10166.265640974329
0.5124891,0.0003530032361128009,8628.39236338124
0.5478508,0.00044171240155165914,7307.599099394905
0.5856525,0.0005017729112137661,6193.148346014279
0.6260625,0.0005925941770222039,5234.279175334782
0.6692609,0.0007415126417686054,4413.799924481318
0.7154399,0.0008423375965535154,3728.1338159180164
0.7648052,0.0009948013210258507,3140.37848283795
0.8175768000000001,0.0012447941343272054,2640.662548152611
0.8739896,0.0014140512787649362,2223.845475504767
0.9342948,0.0016699956001836676,1869.2586782758583
0.9987612,0.0020896642209091423,1567.6804806234243
1.067676,0.0023738000383195785,1317.14158674809
1.141345,0.0028034595910637478,1104.3713101703993
1.220098,0.003507966848275643,924.4665136330767
1.304285,0.0039849521064382505,774.8350334917732
1.394281,0.004706231368431712,648.2156568518722
1.490486,0.005888903722171735,541.7523832544234
1.593329,0.006689629722075515,453.0823960370702
1.703269,0.007900457621651154,378.62450383332697
1.802122,0.009885836596789625,324.5743290632742
1.820795,0.010071557330799414,315.7099270172429
1.829705,0.00952970434543003,311.89010445711426
1.837061,0.009781021090225987,308.354448525293
1.848094,0.0009948691889314367,3253.573906812216
1.875678,0.0009424847445423678,3190.154422746098
1.94643,0.001078859955414307,2960.6438087748306
2.0807329999999995,0.0012742935584003079,2497.2364164958153
2.224304,0.0014454628645723493,2105.6710283682237
2.377781,0.0017070520842388795,1775.5483218428617
2.541848,0.002136031627546953,1495.140966120557
2.717235,0.002426472076576515,1261.0225826871358
2.904724,0.0028656653062616158,1060.6862255060687
3.10515,0.003585804812238493,890.0879564266818
3.319406,0.004073373853811597,745.4137127079221
3.548445,0.004810657517109285,624.4092698642248
3.793288,0.006019572082372722,521.7932036525473
4.055024,0.007543471584035382,434.5415608780533
4.334821,0.008569482693713078,362.8576341133768
4.633924,0.01012057136742747,301.5085918760009
4.953664,0.012663863432316489,250.81372504354192
5.295467,0.015869814776841355,207.90848438183156
5.660855,0.018028317806841644,172.6999624560871
6.051453,0.02129146921933696,143.13285799152507
6.469004,0.02664199961425616,118.43558968714646
6.915365,0.033386620238179905,97.90874122907991
7.392525,0.03792763864065957,80.97612183593884
7.902609,0.044792595700375526,66.88136233686114
8.44789,0.056048941718269046,55.18812193290484
9.030794,0.0702381487498559,45.42671926097542
9.653919,0.0880227105147263,37.847454949144904
10.32004,0.09999504408431076,31.341733046845402
11.03212,0.11809429240328984,25.781337812078796
11.79334,0.147771300395932,21.157977327196917
12.60708,0.18518070564902167,17.3116803927996
13.47697,0.23206915239624612,14.164629510224342
14.40688,0.26363383936681944,11.614358300918608
15.40095,0.3113519474758849,9.516176958563126
16.46362,0.3895944606890732,7.802110053171868
17.59961,0.4882231999992518,6.411572151149345
18.81398,0.6118431388783722,5.268489324320045
20.11215,0.7667648127469383,4.34199741760154
21.49988,0.8710556914420493,3.5922300477913454
