Energy,Optimal_Thickness,AtCoefficient
1.05,0.0018560185546875,2816.97711209055
1.09,0.0019998054611206056,2550.194110479514
1.13,0.0021416627726054197,2319.0117225312506
1.17,0.0025267881784233983,2110.0792862174053
1.21,0.0025705459646327778,1932.6471303717544
1.25,0.0029141912691108347,1770.1834657126735
1.29,0.00324958838195992,1625.0713318693804
1.33,0.003099247663974493,1499.2221029150717
1.37,0.00354856174860159,1382.1009496650347
1.41,0.004191394061512889,1276.6336445122865
1.45,0.004264099896266413,1184.628870072257
1.49,0.004834162448161856,1098.0509433067741
1.53,0.0047571421632884945,1022.5513735255759
1.57,0.005208137425808461,952.4694879617849
1.61,0.0055790742324178,888.5335818283195
1.65,0.005974239097144691,830.5199492408409
1.69,0.00639735347313223,777.1629653528444
1.73,0.006850433409466962,728.4570755820539
1.77,0.007335601824975498,683.9679587997726
1.81,0.007855131334983728,642.8478813861617
1.85,0.008411455496361662,604.6045323166979
1.89,0.00900718021761997,569.0633696032176
1.93,0.009645095965588438,536.5412602656017
1.97,0.010328190836398268,506.6786174717633
2.01,0.011059664552187088,478.85335320888197
2.05,0.010637437391448573,453.61482433092993
2.09,0.011992335031010376,429.3005157933558
2.13,0.011798484465821012,407.46021289879485
2.17,0.012916952130827587,386.67450808771156
2.21,0.013836929030256354,367.19477360785226
2.25,0.014816996300708332,348.6694690007774
2.29,0.015866382513617973,331.6727419302834
2.33,0.015260648288536178,316.1195136602956
2.37,0.01720440744942681,300.7945469973804
2.41,0.016926306137412653,287.15739096477
2.45,0.01853087883974424,274.0817288799744
2.49,0.01985069331966262,261.447071055024
2.53,0.019092967227761565,250.1399046490858
2.57,0.02152486512174233,239.00423362478455
2.61,0.02117692617277172,228.88735709339554
2.65,0.02318444734339995,219.24221015736413
2.69,0.024835700345609557,209.86683990984423
2.73,0.023887690225289034,201.52322350795512
2.77,0.026930298682003247,192.93372887718292
2.81,0.02296752718085253,185.53670361359883
2.85,0.028201942647510442,177.94220825574365
2.89,0.03026509364930332,170.75727388890348
2.93,0.029110706183337002,164.4679333405269
2.97,0.032818678129549375,157.90253084780022
3.01,0.027989439879688473,152.35254305521096
3.05,0.03436837487533904,146.4896560986813
3.09,0.036882639515023755,140.92450303625736
3.13,0.03547584205854492,135.98517851208086
3.17,0.03999457225674464,131.03620029660874
3.21,0.034109407797448955,126.59552134885014
3.25,0.04188311445307803,121.94434090738272
3.29,0.04494712996301137,117.59506273685221
3.33,0.04323273237814678,113.70028456394762
3.37,0.048739495347308315,109.72986638907958
3.41,0.04795165139470609,106.12608246240329
3.45,0.04712617395543464,102.63579029618064
3.49,0.05324503281164597,99.14602575091185
3.53,0.05238919640935516,96.05921487494008
3.57,0.05148743971354509,93.00801009853579
3.61,0.05817257768973072,89.93242040272489
3.65,0.05723753870355236,87.18485805961116
3.69,0.06266365869021054,84.36468061624446
3.73,0.06029322153755914,81.82915508673996
3.77,0.05673987381947927,79.50606496115499
3.81,0.06493430067015576,77.0084872166243
3.85,0.0696093111630548,74.61442562486646
3.89,0.06695303641993412,72.47297468677836
3.93,0.07548103085295997,70.26324566305026
3.97,0.07426092065420624,68.31609762895248
4.01,0.07298253462867994,66.34626570075305
4.05,0.022801926658607523,222.42757733543783
4.09,0.023945258312078048,217.26660650793036
4.13,0.02302357455790012,212.53802219080498
4.17,0.021665225395186533,208.05003267929328
4.21,0.024794076743044062,202.95314639284686
4.25,0.026579150269471684,197.8691229940747
4.29,0.025564896205848453,193.20974338306067
4.33,0.024057428331172484,188.9093666931403
4.37,0.027531791146144777,184.18395020168802
4.41,0.029513969648005088,179.66574877798445
4.45,0.028387723582949602,175.6987542745384
4.49,0.026713803964028848,171.806591769858
4.53,0.030571799335033456,167.64539249252522
4.57,0.029436007513733896,163.94864328499162
4.61,0.03318892157877536,160.103672082462
4.65,0.03265258909539976,156.6338063172958
4.69,0.0320904851317534,153.2136191485417
4.73,0.0302614352678311,149.9690345483637
4.77,0.03463441517714169,146.3876573513947
4.81,0.03334772995632801,143.2196689961911
4.85,0.03759936967664279,139.87450318540496
4.89,0.036991764606496336,136.97337782471493
4.93,0.03635496311723583,133.94567982245167
4.97,0.03428285233247445,131.25411636564712
5.01,0.039236953919441854,128.3421851493554
